name,comics,description
Nightshade,3,
Nine-Fold Daughters of Xao,1,
Nitro,7,
Nocturne,28,
Nomad,21,
Nomad (Rikki Barnes),10,
Nomad (Steve Rogers),4,
Norman Osborn,174,
Norrin Radd,0,
Northstar,91,
Nova,153,
Nova (Frankie Raye),0,
Nova (Sam Alexander),36,"Sam Alexander inherited the role of Nova from his father, who went missing mysteriously. The new Human Rocket struggles to become a hero while searching for his dad."
Nova (USM),0,"The hyperactive loose cannon of the team. Sam Alexander always feels like he has something to prove. 

The hyperactive loose cannon of the group. Sam always feels like he has something to prove.

Samâ€™s powers derive from the Nova Force, which is channeled through his helmet. These powers include flight, enhanced durability, and the ability to absorb and release pulses of energy. However, Sam does not know the extent of his powers, let alone how they work.  

Enthusiastic and immature, Samâ€™s eagerness can be a blessing and a curse. His personality will constantly clash with Spideyâ€™s as they compete for bragging rights. "
Nuke,9,
Obadiah Stane,4,
Odin,190,
Ogun,7,
Okoye,0,
Old Lace,12,
Omega Flight,6,
Omega Red,43,
Omega Sentinel,1,
Omega the Unknown,5,
Onslaught,36,
Onslaught (Ultimate),0,
Oracle,20,
Ord,12,
Orphan,14,
Orphan-Maker,1,
Otto Octavius,0,
Outlaw Kid,3,
Overlord,0,
Owl,8,
Ozymandias,15,
Paibok,0,
Paladin,24,
Pandemic,2,
Paper Doll,3,
Patch,1,
Patriot,74,
Payback,0,
Penance (Robert Baldwin),66,
Pepper Potts,76,
Pestilence,10,
Pet Avengers,15,
Pete Wisdom,13,"Pete Wisdom is a former agent of the British intelligence agency Black Air, which was charged with the observation of, and interaction with, extranormal activity, and he was the agency's liaison with the British superhero group Excalibur, whom he eventually aided in exposing Black Air's subversive criminal activities."
Peter Parker,170,
Peter Quill,6,
Phalanx,3,
Phantom Reporter,3,
Phil Coulson (Phil Coulson),0,
Phil Sheldon,0,
Photon,32,
Phyla-Vell,0,
Piledriver,6,
Pip,12,
Pixie,39,
Plazm,2,
Polaris,248,
Post,13,
Power Man (USM),0,"A former street kid whoâ€™s not quite used to the Super Hero world, Luke is a no-nonsense tough guy who serves as the emotional heart and big brother of the group. He is fiercely loyal and nearly fearless in battle. 

Lukeâ€™s unbreakable skin and super strength make him the bruiser out of all the trainees. Heâ€™s the first guy to jump into a fight. However, he can still be hurt by concussive blasts and other forms of energy.

As Dannyâ€™s best friend, Luke is the translator for Dannyâ€™s sometimes spacey, non-sequitur comments. Luke will always be the first to defend Peter from others, both as civilians and Super Heroes."
Power Pack,90,
Praxagora,3,
Preak,3,
Pretty Boy,3,
Pride,4,
Prima,0,
Prince of Orphans,11,
Princess Powerful,0,
Prism,5,
Prodigy,11,
Proemial Gods,0,
Professor Monster,0,
Professor X,396,
Professor X (Ultimate),2,
Proteus,11,
Proteus (House of M),0,
Proteus (Ultimate),6,
Proudstar,5,
Prowler,25,
Prowler (Rick Lawson),0,
Psycho-Man,8,
Psylocke,376,
PsyNapse,4,
Puck,57,
Puck (Zuzha Yu),2,
Puff Adder,0,
pug,0,
Puma,32,
Punisher,523,
Punisher (2099),4,
Punisher (Marvel: Avengers Alliance),0,
Puppet Master,32,
Purifiers,12,
Purple Man,10,
Pyro,40,
Quake (Daisy Johnson),30,
Quasar (Phyla-Vell),102,
Quasar (Wendell Vaughn),28,
Quasimodo,8,
Queen Noir,0,
Quentin Quire,34,
Quicksilver,329,
Quicksilver (Age of Apocalypse),4,
Quicksilver (Ultimate),28,
Rachel Grey,77,
Radioactive Man,27,
Rafael Vega,0,
Rage,31,
Raider,0,
Randall,7,
Randall Flagg,1,
Random,2,
Rattler,0,
Ravenous,5,
Rawhide Kid,124,
Raza,34,
Reaper,16,
Reavers,16,
Reavers (Ultimate),2,
Red 9,0,
Red Ghost,11,
Red Ghost (Ultimate),0,
Red Hulk,71,
Red Hulk (HAS),0,"US Army General Thunderbolt Ross used to a be a huge pain in Hulk's you know what! But as the saying goes, if you can't beat 'em, join 'em! He decided to supersize himself and join the team as Red! Just as cranky as before, Red still gives Hulk a hard time, but deep down he loves being a part of the Agents of S.M.A.S.H. - that, and his Gatling Laser Cannon. "
Red She-Hulk,18,
Red Shift,2,
Red Skull,157,
Red Skull (Albert Malik),0,
Red Wolf,24,
Redwing,14,
Reptil,50,
Retro Girl,1,
Revanche,1,
Rhino,53,
Rhodey,1,
Richard Fisk,0,
Rick Jones,52,
Rick Jones (Ultimate),0,
Ricochet,1,
Rictor,104,
Riptide,11,
Risque,13,
Robbie Robertson,57,
Robert Baldwin ,0,
Robin Chapel,0,
Rocket Raccoon,58,"A genetically-engineered alien with a knack for big guns and fast ships, Rocket serves as the backbone of the Guardians of the Galaxy!"
Rocket Raccoon (Marvel Heroes),0,
Rocket Racer,1,
Rockslide,17,
Rogue,554,
Rogue (Age of Apocalypse),10,
Rogue (Deadpool),0,
Rogue (Ultimate),10,
Rogue (X-Men: Battle of the Atom),0,
Roland Deschain,10,
Romulus,14,
Ronan,43,
Roughhouse,7,
Roulette,1,
Roxanne Simpson,0,
Rumiko Fujikawa,8,
Runaways,97,"The teens who became the Runaways found that some family secrets are bigger than others when they witnessed their parents, part of a cabal known as the Pride, murdering a young girl during a secret sacrificial ritual. "
Russian,0,
S.H.I.E.L.D.,127,
Sabra,19,"Ruth Bat-Seraph is an Israeli national who, along with her family, was taken to a special community by the Israeli government when her genetic mutation manifested."
Sabretooth,253,
Sabretooth (Age of Apocalypse),22,
Sabretooth (House of M),1,
Sabretooth (Ultimate),16,
Sage,17,
Salem's Seven (Ultimate),0,
Sally Floyd,7,
Salo,1,
Sandman,88,
Santa Claus,3,
Saracen (Muzzafar Lambert),0,
Sasquatch (Walter Langkowski),78,
Satana,25,
Sauron,53,
Scalphunter,8,
Scarecrow (Ebenezer Laughton),13,"Realizing the criminal potential of his abilities, Umberto stole a flock of trained birds from a fellow performer to assist him in his new costumed criminal guise as the Scarecrow."
Scarlet Spider (Ben Reilly),51,
Scarlet Spider (Kaine),75,
Scarlet Witch,451,
Scarlet Witch (Age of Apocalypse),0,
Scarlet Witch (Marvel Heroes),0,
Scarlet Witch (Ultimate),30,
Scorpion (Carmilla Black),10,"Carmilla Black is a genetically engineered human, created by Advanced Idea Mechanics (A.I.M.)."
Scorpion (Ultimate),1,
Scourge,9,
Scrambler,2,"Korean national Kim Il Sung was the youngest member of the Marauders, the superhuman assassins responsible for massacring the underground mutant community known as the Morlocks."
Scream (Donna Diego),4,"Out of the five alien symbiotes that were forcefully extracted from Venom (while bonded with Eddie Brock) by the Life Foundation, Donna's is the only one still active today that is not bonded to Hybrid."
Screwball,9,"Trained in parkour, Screwball, fairly new to the New York City superhuman criminal community, specializes in recording he crimes and broadcasting them live over the internet."
Sebastian Shaw,30,Sebastian Shaw was invited to join the elite Hellfire Club and quickly worked his way into a position within the Inner Circle.
Secret Warriors,40,
Selene,24,"The long-standing Black Queen of the Hellfire Club's Inner Circle, Selene Gallio professes to have lived for several millennia, and to have been a foe of the ancient sorcerer, Kulan Gath."
Senator Kelly,1,
Sentinel,51,
Sentinels,54,
Sentry (Robert Reynolds),84,"Empowered by the enigmatic Professor's secret formula, high school student Robert Reynolds became a superhuman."
Ser Duncan,1,
Serpent Society,7,
Sersi,44,"Sersi is a member of the Eternals, a species diverted from humanity by experiments conducted by the Celestials one million years ago."
Shadow King,21,"One of the oldest and more powerful mutants ever, Amahl Farouk has been a threat to mankind at least for decades. He was the first evil mutant met by Charles Xavier, convincing him of the need of the X-Men."
Shadow King (Age of Apocalypse),2,
Shadowcat,14,
Shadowcat (Age of Apocalypse),6,Katherine Pryde lived in the suburbs of Illinois and kept her mutant abilities a secret.
Shadowcat (Ultimate),0,"After fourteen-year-old Kitty Pryde's mutant powers emerged, causing terrifying incidents where she uncontrollably phased out of the family apartment in to moving traffic andsewers, her mother Theresa contacted Professor Xavier."
Shadu the Shady,1,Shadu the Shady claimed to travel to many unseen magical lands and witnessed miracles he would duplicate at a club called the 53rd Card.
Shalla-bal,5,
Shaman,47,"Dr. Michael Twoyoungmen was a surgeon who found that modern science was insufficient to accomplish everything he wished to do, and so he turned to mysticism that his grandfather told him about."
Shane Yamada-Jones,0,
Shang-Chi,66,"Shang-Chi is the son of an internationally-renowned and powerful criminal mastermind whose childhood was a lonely one, full of constant training in rigorous mental and martial arts, with only limited contact with his parents."
Shang-Chi (Ultimate),8,
Shanna the She-Devil,39,"The only daughter of a wealthy diamond miner, Shanna grew up in the Zaire jungles, where, at age six, she witnessed her father’s accidental fatal shooting of her mother, starting a lifelong loathing of firearms."
Shape,6,"Often clashing with the heroes of the Squadron Supreme, the Shape was later subjected to the mind-altering behavior modification device used as part of the Squadron Supreme's ""Utopia Program."""
Shard,29,"Shard and her older brother Bishop were raised in the 21st Century, some eighty years into an alternate future, by their grandmother, in a timeline in which the X-Men were betrayed by one of their own and killed, causing a disaster that caused the government to place a stylized 'M' tattoo over the left eyes of all mutants."
Sharon Carter,102,
Sharon Ventura,2,
Shatterstar,124,"Shatterstar is Gaveedra Seven, the product of bio-engineering on an otherdimensional world, who was at one point merged with an Earth mutant named Benjamin Russell, the nature of whose genetic mutation remains unknown."
She-Hulk (HAS),0,"She-Hulk is the Hulk's action-loving cousin. She's unbelievably strong, pilots the group's heavily armed Jump Jet, and uses a pair of Gamma Gauntlets that give her fists an added energy wallop. As the most competitive member of the team, She-Hulk never backs down from a fight, arm-wrestling match, or burping contest!  "
She-Hulk (Jennifer Walters),399,"Seriously wounded, young lawyer Jennifer Walters was given a blood transfusion by her cousin Bruce Banner. Usually in better control of her powers and temper than the Hulk, She-Hulk has been a high profile New York lawyer as well as an upstanding member of both the Avengers and Fantastic Four."
She-Hulk (Lyra),16,
She-Hulk (Marvel War of Heroes),0,
She-Hulk (Ultimate),1,
Shen,0,
Sheva Callister,0,
Shi'Ar,13,
Shinko Yamashiro,0,
Shinobi Shaw,4,"Shinobi Shaw is the illegitimate son of Sebastian Shaw, who was rejected and abandoned by his father at an early age and grew tired of waiting to inherit his father's wealth and wearied of the elder Shaw's contempt for his decadent lifestyle."
Shiva,6,
Shiver Man,1,The Shiver Man is an undead bounty hunter who has worked with Nick Fury and Wolverine.
Shocker (Herman Schultz),33,"Herman Schultz is a career criminal who, after several prison terms for robbery, built a battle suit that sent out shock waves to quickly open safes as well as give him a significant advantage over the New York police."
Shockwave,1,"Lancaster Sneed was a secret agent working for the United Kingdom’s MI:6, but no one esteemed him as highly as himself, and despite his pride, he was wounded in an explosion on his first field assignment and forced to undergo a radical surgery that grafted metal plates and cybernetic systems to his body."
Shooting Star,2,
Shotgun,4,
Shriek,7,Shriek became a groupie for a rock band and a drug dealer on the side until the vigilantes Cloak and Dagger happened by during one of her deals.
Sif,169,Sif was born a second generation goddess of Asgard and eventually became Thor's lover.
Silhouette,2,"Silhouette Chord is a descendant of the Dragon's Breadth cult, which spent centuries trying to master the Well of All Things, a hidden interdimensional mystic energy breach in Cambodia."
Silk Fever,0,
Silver Centurion,0,
Silver Fox,12,"Silver Fox was a young member of the Blackfoot Indian tribe who, in the early 1910s, fell in love with a young mutant named Logan and shared a cabin with him in a remote community in the Canadian Rockies."
Silver Sable,70,"Silver Sable trained her entire life, becoming a master of a wide variety of weapons and training in all forms of hand-to-hand combat in preparation for the day she would inherit leadership of the Wild Pack."
Silver Samurai,35,Keniuchio Harada is the mutant son of the former Japanese crimelord Shingen Harada.
Silver Samurai (Age of Apocalypse),9,"Silver Samurai was a mutant rebel in his homeland of Japan, where, alongside Sunfire, he stood as the last line of defense against the hordes of Apocalypse."
Silver Surfer,424,"When Zenn-La was threatened by the world-devouring entity known as Galactus, Norrin Radd stood up for his home planet and offered to work for Galactus, finding him new planets to eat, in exchange for saving his own. Years later, the Surfer has protected Earth and many other planets, becoming one of the greatest heroes in the universe."
Silverclaw,20,"When her father died, Lupe was taken in by the Church orphanage, despite their misgivings about her “ungodly” powers."
Silvermane,16,Silvio Manfredi has been a career criminal for most of his life.
Sin,55,
Sinister Six,23,
Sir Ram,0,
Siren (Earth-93060),0,Jennifer Pearson appeared on the Ultra hero scene as Siren after being held hostage by her fathers foe known as Mannequin.
Sister Grimm,3,
Skaar,19,"The Hulk fathered a son while on the planet Sakaar, but thought him killed while still in his mother's womb; he was wrong."
Skaar (HAS),0,"No one knows where Skaar, the savage sword-swinger, came from, but one thing is for sure...he's a Hulk. The intensity of Skaarâ€™s war cry ""Skaar Slash!"" is matched only by his ferocious appetite. Although he is a great asset in the fight against evil, Skaar is just as destructive at home as he is on the battlefield. "
Skin,12,"Angelo Espinosa, a founding member of Generation X, code-named ""Skin"" due to his mutant ability to extend and control his extra skin in any number of ways."
Skreet,5,"The Proemial God Aegis revealed that Skreet was a Chaos Mite, a race of very small and powerful beings, which were deemed unstable by the Cosmic Consonance."
Skrulls,76,
Skrulls (Ultimate),2,
Skullbuster (Cylla Markham),3,
Slapstick,27,"Steven Harmon's powers have been described as ""all of the abilities of a Saturday morning cartoon character."""
Slayback,1,"Ten years ago, Slayback was killed by Deadpool before returning from the dead to break into Department K, from which he stole the Weapon X Program files of Kane and Deadpool."
Sleeper,6,
Sleepwalker,1,Sleepwalkers are guardians of the Mindscape -- they apprehended beings that invade the sleeping minds of humans.
Slipstream,2,"Australian mutant siblings Heather and Davis Cameron were sent to live in Surfer's Paradise by their father in an effort to spare them from his life as Viceroy, godfather of Australian organized crime."
Slyde,1,"A scientist at Beemont Manufacturing, Jalome Beacher created a chemical that could be used to coat a surface and thereby eliminate all friction between it and any other object, which he used, after being downsized, to rob banks and his former employers."
Smasher (Vril Rokk),17,"Smasher is a member of the Imperial Guard, a multi-ethnic group of super-powered alien beings who act as enforcers of the laws of the Shi'ar Empire."
Smiling Tiger,0,
Snowbird,37,Narya's origins trace back to ancient times when the Eskimo Gods of the North battled the mystical Great Beasts for the fate of the world.
Solo (James Bourne),19,James Bourne was drafted to a top-secret special forces operation where he endured ten months of hard and brutal training to earn his place in the new counter-terrorist group Omega Strike.
Songbird,35,"Melissa Gold grew up on the streets, adopting her mother's name ""Mimi"" as part of a hard, cold persona she developed as a survival mechanism."
Sons of the Tiger,21,
Spacker Dave,0,
Spectrum,19,
Speed,3,"Tommy Shepherd may be the son of the Scarlet Witch and the Vision, and thus the twin brother of Wiccan."
Speed Demon,9,"James Saunders, a disgruntled chemist tired of his job with the Hudson Pharmaceutical Company of West Caldwell, New Jersey, was contacted by the Grandmaster and offered superhuman powers in exchange for joining a team that would compete on his behalf."
Speedball (Robert Baldwin),4,
Spencer Smythe,8,
Sphinx (Anath-Na Mut),0,
Spider-dok,0,
Spider-Girl (Anya Corazon),47, 
Spider-Girl (May Parker),163,"May ""Mayday"" Parker is the daughter of Spider-Man and Mary Jane Watson-Parker. Born with all her fatherï¿½s powers-and the same silly sense of humor-sheï¿½s grown up to become one of Earthï¿½s most trusted heroes and a fitting tribute to her proud papa."
Spider-Ham (Larval Earth),10,"As Spider-Ham Peter faced such nefarious foes as Ductor Doom, Bull-Frog, Raven the Hunter, Hogzilla, the Buzzard and the King-Pig!"
Spider-Man,3145,"Bitten by a radioactive spider, high school student Peter Parker gained the speed, strength and powers of a spider. Adopting the name Spider-Man, Peter hoped to start a career using his new abilities. Taught that with great power comes great responsibility, Spidey has vowed to use his powers to help people."
Spider-Man (1602),45,
Spider-Man (2099),41,
Spider-Man (Ai Apaec),1,
Spider-Man (Ben Reilly),27,
Spider-Man (House of M),0,"In the House of M universe, surrounded by his family, including his young son Richard and close friends, Peter Parker is the envy of the world and its most popular mutant; but lately, Peter has felt like something is wrong in his world."
Spider-Man (LEGO Marvel Super Heroes),0,
Spider-Man (Marvel Zombies),1,"Zombie Spider-Man ate his own wife and aunt, the only two people left in the world who truly loved him."
Spider-Man (Marvel: Avengers Alliance),0,
Spider-Man (Miles Morales),108,"Teenager Miles Morales grew up in Brooklyn, New York. Recently, Miles took on the controversial and pressured role of Spider-Man shortly after the death of the original. Morales made his debut against The Kangaroo, much to the surprise and disapproval of many present at the confrontation."
Spider-Man (Noir),3,
Spider-Man (Takuya Yamashiro),0,
Spider-Man (Ultimate),238,"Peter’s relatively normal life changed abruptly during a school trip to Osborn Industries, Inc, where the company had been working on a super soldier serum, the Oz Compound; a spider exposed to it escaped and bit Peter before it was destroyed."
Spider-Woman (Charlotte Witter),9,
Spider-Woman (Jessica Drew),189,"When young Jessica Drew suffered uranium poisoning in 1931, her father was forced to inject her with his untested spider serum and seal her in a genetic accelerator."
Spider-Woman (Mattie Franklin),10,"Mattie Franklin was granted her powers when, after overhearing a phone call between her father and Norman Osborn about the Gathering of the Five, she took her father's place during the Gathering and was endowed with the awesome powers that Norman Osborn had wanted for himself."
Spiral (Rita Wayword),49,"Spiral was created to be an agent of Mojo, the despotic leader of Mojo World, often used as his favored personal servant, executioner, and spy."
Spirit,0,Spirit is a member of the Luphomoid race and she is one of the few survivors of her planet's destruction.
Spitfire,16,"During World War II, Jacqueline Falsworth bravely served in Britain’s Home Guard."
Spot,6,"Jonathan Ohnn was working as a research scientist on behalf of Wilson Fisk, the Kingpin of Crime."
Sprite,0,Sprite is a mischievous Eternal who maintains a perpetual youthful appearance.
Spyke,0,
Squadron Sinister,7,
Squadron Supreme (Earth-712),47,
Squirrel Girl,53,"Escaping the taunts of her fellow school students regarding her physical mutation, Los-Angeles born Doreen Green fled into the nearby woods where she quickly discovered her affinity for squirrels."
Stacy X,37,
Stacy X (Ultimate),4,
Star Brand,26,
Star-Lord (Peter Quill),51,"Refusing to miss his opportunity, Peter Jason Quill stole a scoutship from Cape Canaveral, returned to Eve, and shot his way to the appointed spot, where his old rival Harrelson, NASA's choice to be Star-Lord, was awaiting selection, where Quill was transported away in his stead, and transformed into Star-Lord."
Starbolt,9,Starbolt is a member of the Shi'ar Imperial Guard.
Stardust,1,"As Herald for the world devourer, Galactus, Stardust found suitable worlds for her master to consume."
Starfox,32,"The youngest son of Mentor and Sui-San, Eros had the natural ability to excite pleasure in others, but his power had no effect upon his mutant older brother, Thanos, who worshiped the cosmic embodiment of Death and led an army against Titan."
Starhawk (Stakar Ogord),10,"Though best known as a 31st century hero in the alternate Reality-691 timeline, the enigmatic, space-faring Starhawk originated a millennium earlier."
Starjammers,20,
Stark Industries,0,
Stature,25,Cassie Lang is the daughter of deceased Avenger Scott Lang and a member of the Young Avengers.
Steel Serpent (Davos),15,
Stellaris,2,"It is unknown how Stellaris survived the extermination of her home world by the Celestials or how she acquired her living armor, but ever since she has committed herself to their destruction."
Stepford Cuckoos,33,The Stepford Cuckoos were five identical mutant sisters who enrolled at the Xavier Institute and soon proved to be the crème de la crème of Emma Frost's telepathy class.
Stephanie de la Spiroza,0,
Stephen Strange,1,
Steve Rogers,24,
Stick,10,"Stick, who trained both Daredevil and Elektra in the martial arts, is the leader of the warrior order called The Chaste, and has fought alongside the clan's other members against The Hand for years."
Stilt-Man (Wibur Day),2,Wilbur Day was a scientist at Kaxton Labs who stole designs for a hydraulic ramming device from his company out of frustration of his position in his job.
Stingray (Walter Newell),29,"Creating the Stingray costume, Newell succeeded in capturing the Sub-Mariner, although Namor soon escaped and Newell, while initially defeating him a second time, allowed his friend to go."
Stone Men,0,
Storm,761,"Ororo Monroe is the descendant of an ancient line of African priestesses, all of whom have white hair, blue eyes, and the potential to wield magic."
Storm (Age of Apocalypse),8,"Calling herself the Windrider, Storm carved out a small area of Africa as her own and intended to keep it safe from the strife of the war between humans and mutants."
Storm (Marvel Heroes),0,
Storm (Ultimate),45,"Ororo Munroe was raised in Morocco, learning English from American films, and after her family was murdered she fled to America, stealing cars in Harlem before relocating to Texas."
Stranger,6,"By his own account, the Stranger is a composite being possessing the combined strength and intellect of the billions of humanoid beings who once lived on the planet Gigantus, an ancient world in the Andromeda Galaxy whose size approached the limit at which a planet can exist before fissioning into a sun."
Strong Guy,56,"According to his own admission, Guido was a nerdy-looking kid in his early life, bullied by other children, but after he discovered his mutant ability at a young age, when he was struck by a school bus, no one bullied him again."
Stryfe,46,"Stryfe is the clone of Nathan Christopher Summers, alias Cable, the son of Cyclops of the X-Men."
Stryfe (Ultimate),0,
Sub-Mariner,581,Prince Namor is the half-human/half-Atlantean ruler of Atlantis.
Sue Storm,5,
Sugar Man,3,"The Sugar Man was in charge of the Seattle Core, a slave camp that helped power North America during the Age of Apocalypse."
Sumo,3,
Sunfire,77,Shiro Yoshida’s mother was exposed to the atomic devastation of Hiroshima during World War II and died giving birth to him.
Sunfire (Age of Apocalypse),7,"During the beginning of Apocalypse's rise, Magneto approached Japan's greatest heroes, Sunfire and the Silver Samurai, and asked them to work with him and the X-Men to stop Apocalypse."
Sunset Bain,5,
Sunspot,188,"Growing up in a wealthy Brazilian family, Roberto da Costa was forging a career as a skilled soccer player until his mutant nature manifested during a match."
Super Hero Squad,16,
Super-Adaptoid,9,The Super-Adaptoid was created by the organization known as A.I.M. using a piece of the Cosmic Cube.
Super-Skrull,17,"After the Fantastic Four stopped the Skrulls' attempted invasion of Earth, Skrull Emperor Dorrek invested vast resources into creating a superbeing of his own."
Supernaut,0,Sergeant Milo Fields was recruited for the Order and regained the use of his legs after his nervous system intermingled with that of Aralune.
Supreme Intelligence,8,"The Supreme Intelligence is an organic, computer construct, created by the Kree to act as their supreme leader."
Surge,12,"Prior to enrolling at the Xavier Institute, Noriko Ashida lived on the street and was reliant on illegally obtained prescription drugs to reduce her highly accelerated mutant brain functions to a manageable rate."
Susan Delgado,0,
Swarm,2,"Fritz von Meyer was once a Nazi scientist, the details of which remain unrevealed, although it is known he had access to looted gold from countless European capitals to fund his research."
Sway,0,"Suzanne Chan saw her parents gunned down in front of her, though she remained unscathed due to her manifesting mutant ability to stop time."
Switch,4,
Swordsman,56,"Andreas reappeared as the Swordsman in the latest incarnation of the Thunderbolts, though his true identity was kept secret for some time."
Swordsman (Jaques Duquesne),2,"When Clint Barton came to the Carson Carnival of Traveling Wonders, the Swordsman became one of his mentors."
Sym,2,
Synch,15,Everett Thomas was a founding member of Generation X.
T'Challa,0,
Tag,3,
Talisman (Elizabeth Twoyoungmen),10,"Elizabeth Twoyoungmen was born in Calgary, Alberta, Canada, the daughter of Michael Twoyoungman (Shaman) of the Canadian superhero team Alpha Flight."
Talkback (Chase Stein),1,Chase Stein is the son of mad scientists Victor and Janet Stein and is the tech genius of the Runaways.
Talon (Fraternity of Raptors),0,"Falling to Earth wrapped in a ball of flame, Talon crash landed next to the home of Chris Powell, the young hero known as Darkhawk."
Talos,1,"Born without the ability to shape shift like other Skrulls, Talos became a savage fighter and a decorated military commander."
Tana Nile,6,
Tarantula (Luis Alvarez),8,Alvarez replaced the original Tarantula after his death by the dictatorship Delvadian government.
Tarot,5,
Taskmaster,75,"Taskmaster first exhibited his unusual ability, called ""photographic reflexes,"" which allowed him to mimic the motion of anyone he saw, when he was a young boy."
Tattoo,0,
Ted Forrester,0,
Tempest,15,
Tenebrous,2,"Tenebrous has existed in this universe since its infancy, and was imprisoned in the planet Kyln after a battle with Galactus."
Terrax,24,"Tyros was once the dictator of the city Lanlak on the planet Birj, where his superhuman ability to command rocks and earth enabled him to overcome all resistance, but his rule of Lanlak came to an end when he was sought by the world-devouring Galactus to serve as his latest Herald."
Terror,8,"In the distant past, Terror battled a green bear-like demon that threatened early mankind, sacrificing his own form to overcome it; he was then cursed to wear its decayed form but gained its power."
Texas Twister,1,
Thaddeus Ross,2,
